LAMBDA0,LAMBDA,Llam
1546.7486395742558,1562.061451106041,0.0
1540.5863463879589,1555.8381512171998,0.0
1534.4485445693963,1549.6395851606333,0.0
1528.3352343711074,1543.4657531913813,0.0
1522.2462056860522,1537.3164431223443,0.0
1516.1814591288203,1531.1916555741957,0.0
1510.1408906328631,1525.0912854501285,0.0
1504.1243971228666,1519.015228654383,0.0
1498.1318764951902,1512.9633820724925,0.0
1492.163227598682,1506.935643551909,0.0
1486.2183502158518,1500.9319118829887,0.0
1480.2971450444093,1494.952086780349,0.0
1474.3996112610087,1488.9961674124927,0.0
1468.5254554000517,1483.0638574085121,0.0
1462.6747751976166,1477.155255472073,0.0
1456.847377271031,1471.2701663060143,0.0
1451.0432611620433,1465.4085894475477,0.0
1445.2621429280964,1459.5702381430847,0.0
1439.5041174927296,1453.7552082559077,0.0
1433.7690900500843,1447.9634040415801,0.0
1428.0568750496643,1442.194638112656,0.0
1422.367381452534,1436.448818528914,0.0
1416.7006090471275,1430.7259450766942,0.0
1411.0563767203973,1425.0258348499292,0.0
1405.4345956077652,1419.348398104282,0.0
1399.8352654966316,1413.6936346250482,0.0
1394.2582095292003,1408.0613658035393,0.0
1388.7034274561934,1402.4515913880098,0.0
1383.1707451653176,1396.8641355424543,0.0
1377.6600771425965,1391.2989119063081,0.0
1372.1714230174373,1385.75592010531,0.0
1366.7046126483622,1380.234988313581,0.0
1361.2595623729921,1374.7360320404848,0.0
1355.8361891164973,1369.2589673887505,0.0
1350.4344922425703,1363.8037937157717,0.0
1345.0542254404766,1358.3702622723374,0.0
1339.6954704136676,1352.958455570763,0.0
1334.3580644760739,1347.568209314387,0.0
1329.0418480461494,1342.1993623418064,0.0
1323.7469005625223,1336.8519948780913,0.0
1318.47298480622,1331.5258673558017,0.0
1313.2201787051224,1326.2210584743032,0.0
1307.9881717365665,1320.9372546367586,0.0
1302.7771183370296,1315.6746118085662,0.0
1297.5867126013193,1310.4328210560723,0.0
1292.4171062069504,1305.2120355583993,0.0
1287.267997771516,1300.011950949454,0.0
1282.1393886522483,1294.8325685999055,0.0
1277.031278238891,1289.6738878934561,0.0
1271.943518746608,1284.5357595821995,0.0
1266.8759651205476,1279.418037175241,0.0
1261.8287608721478,1274.320865604782,0.0
1256.8014758080405,1269.24381041854,0.0
1251.7942541584755,1264.1870172746444,0.0
1246.8070941605163,1259.1504843927055,0.0
1241.8397152825244,1254.1339284638213,0.0
1236.892118676104,1249.1373506509974,0.0
1231.9643035973313,1244.1607502029449,0.0
1227.0561322689512,1239.2039879784138,0.0
1222.1674693924956,1234.2669273394813,0.0
1217.2981820992695,1229.3494341020523,0.0
1212.4484038543144,1224.451643052472,0.0
1207.6180002076323,1219.573418409688,0.0
1202.806709211546,1214.7144956327402,0.0
1198.0146619481322,1209.8750071014188,0.0
1193.2417278913963,1205.0548209975211,0.0
1188.4877788132408,1200.2538078234918,0.0
1183.7526887380463,1195.471840356553,0.0
1179.0365835029907,1190.7090456796702,0.0
1174.339211739401,1185.9651699356211,0.0
1169.6605738832711,1181.2402135647155,0.0
1165.0005467397455,1176.534052152469,0.0
1160.3591301228294,1171.8466855110453,0.0
1155.7362021698914,1167.1779905713734,0.0
1151.1316431095781,1162.527846376363,0.0
1146.5454532392407,1157.8962532263092,0.0
1141.9776311113635,1153.283209659366,0.0
1137.427825120435,1148.6883605891273,0.0
1132.8962691966467,1144.1119422616935,0.0
1128.382730927877,1139.553719964063,0.0
1123.8872103223507,1135.013693704542,0.0
1119.409593183932,1130.491748156453,0.0
1114.9497672229684,1125.9877699184758,0.0
1110.507732734933,1121.5017592890088,0.0
1106.0833784892247,1117.033603936268,0.0
1101.676704054913,1112.5833034250566,0.0
1097.2875992398738,1108.1507464723486,0.0
1092.9158484219363,1103.7357153213136,0.0
1088.5616666951178,1099.3384271953994,0.0
1084.2247330082776,1094.9585578650594,0.0
1079.9051535998046,1090.5962146204427,0.0
1075.6027181169636,1086.2511850263215,0.0
1071.3174273035484,1081.9234698338535,0.0
1067.049280265581,1077.6130681402103,0.0
1062.7980716887203,1073.3197725984387,0.0
1058.5638023388726,1069.0435839820275,0.0
1054.3463715620871,1064.784400640552,0.0
1050.1457792997678,1060.5422225148354,0.0
1045.962023900392,1056.317047937006,0.0
1041.7948098339978,1052.1085784513543,0.0
1037.6442359956422,1047.916913931999,0.0
1033.5102048043332,1043.7419558318961,0.0
1029.392620187593,1039.58360712745,0.0
1025.2914819280193,1035.4418675991067,0.0
1021.2066010037785,1031.316546353716,0.0
1017.1380714715928,1027.2077383791616,0.0
1013.0857064431079,1023.1152549368948,0.0
1009.0495062156305,1019.0390963271652,0.0
1005.0293788672151,1014.9791697180005,0.0
1001.0253238167023,1010.9354745224877,0.0
997.0371604798047,1006.9078283685548,0.0
993.0648895435858,1002.8962319500673,0.0
989.108422344256,998.9005957254642,0.0
985.1677586581803,994.9209194688964,0.0
981.2428103286702,990.9571141509241,0.0
977.3334904866297,987.0090920424474,0.0
973.4397135251168,983.0767666890155,0.0
969.5614794698715,979.1601381166233,0.0
965.6987031503131,975.2591203115012,0.0
961.851300616354,971.373628492456,0.0
958.0191891142722,967.5035790865035,0.0
954.2023688058349,963.6489722570127,0.0
950.4007573092133,959.8097248065745,0.0
946.6143538479909,955.985835951086,0.0
942.8429966050159,952.1771422714055,0.0
939.086606617902,948.3835640234192,0.0
935.3452631019479,944.6051812066572,0.0
931.6187296664979,940.8417550901962,0.0
927.9071624828014,937.0934433913811,0.0
924.2103279462879,933.3600101929561,0.0
920.5281505742091,929.6413792648938,0.0
916.860706837594,925.9376278352862,0.0
913.2079196593069,922.248678063934,0.0
909.5696387181383,918.5743781414479,0.0
905.9458644337664,914.9147284916606,0.0
902.3365227462077,911.2696543213953,0.0
898.7415405664423,907.63908181805,0.0
895.1609176972706,904.0230107824736,0.0
891.5945098500296,900.4212954975449,0.0
888.0423175487313,896.8339364924637,0.0
884.504339961252,893.2609329268683,0.0
880.9803658895801,889.702071511887,0.0
877.4705351061007,886.1574934036511,0.0
873.974638754264,882.6269876779312,0.0
870.4926773339834,879.1105548395898,0.0
867.0245825273278,875.6081258943483,0.0
863.5702868603902,872.1196327003081,0.0
860.1297236865813,868.6450079510785,0.0
856.7029589531547,865.184318246791,0.0
853.2897937403293,861.7373626983585,0.0
849.890228658842,858.3041419225646,0.0
846.5041986878715,854.8845902548815,0.0
843.1317033995081,851.4787072631632,0.0
839.7726144672265,848.0863633504521,0.0
836.4268691542256,844.7074951588525,0.0
833.0945300708618,841.3421659185633,0.0
829.7754093185896,837.9901858708437,0.0
826.4695076458377,834.6515557715314,0.0
823.176824534801,831.3262750976955,0.0
819.8972375236771,828.0142201751614,0.0
816.6306866451578,824.7153304429448,0.0
813.3771719938861,821.4296059966256,0.0
810.1366335054535,818.1569861771575,0.0
806.9090117782853,814.8974109948903,0.0
803.6942480605674,811.650821116367,0.0
800.4922842374094,808.4171578513598,0.0
797.3030628182494,805.1963631401501,0.0
794.1265269244877,801.9883795410402,0.0
790.962676444277,798.7932069410754,0.0
787.8114543467884,795.6107877448217,0.0
784.6727489215485,792.4410091358719,0.0
781.5465604773613,789.2838714260871,0.0
778.4328337304455,786.1393187843769,0.0
775.3315139600393,783.0072959482437,0.0
772.2425469972832,779.8877482125563,0.0
769.1658792143123,776.780621418534,0.0
766.1014575135522,773.6858619429364,0.0
763.049281589784,770.6034694775228,0.0
760.0092462707589,767.5333378088394,0.0
756.981299997453,764.4754148674278,0.0
753.9654427355908,761.4297006186732,0.0
750.9616226775618,758.3961427420696,0.0
747.9697382782409,755.3746386871956,0.0
744.98978972503,752.3651886433079,0.0
742.0216772091089,749.3676918134792,0.0
739.0654010316167,746.3821485018298,0.0
736.1209603672022,743.4085578748375,0.0
733.188160240916,740.446723027301,0.0
730.267098001752,737.4967422719693,0.0
727.3576768317909,734.5585178324257,0.0
724.4598489789327,731.6320014838241,0.0
721.573567100424,728.7171454147183,0.0
718.69873788206,725.8138553870924,0.0
715.8354078898656,722.9221784279753,0.0
712.983484216826,720.0420207105726,0.0
710.1429210782942,717.1733359969693,0.0
707.3136730600849,714.3160784233797,0.0
704.4956505531845,711.4701574936611,0.0
701.6888983327669,708.6356184262613,0.0
698.8933271375377,705.8123710761993,0.0
696.108892963361,703.0003710036982,0.0
693.3355521413577,700.199574107557,0.0
690.5732613312781,697.4099366184578,0.0
687.8219775150097,694.6314150924084,0.0
685.0816579902132,691.8639664043163,0.0
682.3522603640895,689.107547741694,0.0
679.6337010787518,686.3620747194315,0.0
676.9260216090852,683.6275892230151,0.0
674.2290978422429,680.9039659108812,0.0
671.54293002445,678.1912050316921,0.0
668.8674370486196,675.489224675401,0.0
666.2026588971532,672.7980652202351,0.0
663.5484751563865,670.1176050604348,0.0
660.9048466356911,667.4478046173845,0.0
658.2717732910335,664.7886638466147,0.0
655.6491768934409,662.1401037446859,0.0
653.0369806906378,659.5020467994751,0.0
650.4352613054374,656.8745703923612,0.0
647.8438658674161,654.2575201395035,0.0
645.2627948722194,651.6508965414544,0.0
642.6920478282866,649.0546991017867,0.0
640.1315497002631,646.4688520422958,0.0
637.5812268448087,643.8932809905723,0.0
635.0410793936967,641.3279860796943,0.0
632.5110346780076,638.7728939213199,0.0
629.991021367101,636.2279324786354,0.0
627.4811108357645,633.6931738330386,0.0
624.9811608429294,631.1684743352744,0.0
622.4912414228407,628.6539047129269,0.0
620.0111433500632,626.1492536692289,0.0
617.5410054527277,623.6546614067098,0.0
615.08068951486,621.1699883410571,0.0
612.6301955259424,618.6952344616493,0.0
610.1893888376446,616.2302637871373,0.0
607.7584034334384,613.7752116274295,0.0
605.3370391585968,611.3298758462669,0.0
602.9252970777512,608.894257518821,0.0
600.5232420763216,606.4684221728772,0.0
598.1307433529507,604.0522377121449,0.0
595.7477370490956,601.6456396458816,0.0
593.3742236514815,599.2486284656312,0.0
591.0102027385274,596.8612037456388,0.0
588.6555485608664,594.483238491619,0.0
586.3103236266647,592.1147958305687,0.0
583.9744038790527,589.7557504774553,0.0
581.6478505341497,587.4061642544378,0.0
579.3304809331438,585.065852694382,0.0
577.0224162377638,582.7349381585176,0.0
574.7235356714957,580.4132986746436,0.0
572.4337802297504,578.1008746540249,0.0
570.1531502823082,575.797666470103,0.0
567.8816453277335,573.5036736164781,0.0
565.6191491220604,571.2187786983689,0.0
563.3657192013458,568.9430398214391,0.0
561.1212408222686,566.6763411064092,0.0
558.885658097819,564.4186261129875,0.0
556.6590273510978,562.1699517218738,0.0
554.4412918870955,559.9302606767778,0.0
552.2323411914966,557.6994413692925,0.0
550.0322303769988,555.477549457731,0.0
547.8408503112664,553.264474729348,0.0
545.6582548644622,551.0602715876204,0.0
543.484283226605,548.8647776305485,0.0
541.3190419233694,546.6781004384108,0.0
539.1623723106605,544.500079796536,0.0
537.0143270636503,542.3307689015804,0.0
534.8748022735059,540.1700628160136,0.0
532.7438493883602,538.018013497305,0.0
530.6213657526266,535.8745172735777,0.0
528.5073012995929,533.7395235824589,0.0
526.4017062635928,531.6130831556023,0.0
524.3044804129208,529.4950947690088,0.0
522.2156238171274,527.385558492917,0.0
520.1350871750491,525.284424538082,0.0
518.0628219527905,523.1916438901231,0.0
515.9988281760459,521.1072165749888,0.0
513.943057659621,519.0310939304512,0.0
511.89551000912627,516.9632755582167,0.0
509.85604403144595,514.9036188673573,0.0
507.8247537565514,512.8522188187412,0.0
505.8015457288217,510.80898103153703,0.0
503.7864198151175,508.7739053712871,0.0
501.77928470196525,506.74689962051474,0.0
499.7801857528966,504.7280095918503,0.0
497.7890326598668,502.71714408319946,0.0
495.8057813498133,500.7142585851764,0.0
493.83047597602905,498.71939768819175,0.0
491.86302822447925,496.7324722039016,0.0
489.903394915224,494.7534385248847,0.0
487.9516190001061,492.78234002820716,0.0
486.0075716808795,490.8190466405202,0.0
484.07129579109596,488.8636016194278,0.0
482.14270685995524,486.9159196578688,0.0
480.22184657953494,484.97604286067235,0.0
478.30859027722425,483.0438453209688,0.0
476.40297950482176,481.1193690019195,0.0
474.50497292647856,479.2025721584507,0.0
472.614489680244,477.29337312807843,0.0
470.73157011081753,475.39181265491465,0.0
468.85617363204227,473.4978497509995,0.0
466.9882210623029,471.6114044508197,0.0
465.12767386183134,469.7324378330635,0.0
463.27460962612435,467.861028261423,0.0
461.4288734055374,465.99701925225224,0.0
459.5905040782422,464.1404500686168,0.0
457.75946335390944,462.29128204111316,0.0
455.93575078034957,460.449514713075,0.0
454.11925413445033,458.61503475038137,0.0
452.3100109924614,456.78788010128676,0.0
450.50798417805396,454.9680132214167,0.0
448.71313700199244,453.1553970583122,0.0
446.92543325251796,451.3499950417179,0.0
445.1448371859041,449.5517710740446,0.0
443.3713841105564,447.7607608132509,0.0
441.6049324590132,445.9768212903574,0.0
439.8455528980345,444.200023871725,0.0
438.09317535274306,442.43029778873523,0.0
436.34779966851954,440.6676428852379,0.0
434.609357200163,438.9119898364446,0.0
432.8778481048022,437.16333880103974,0.0
431.1532385019585,435.4216555631279,0.0
429.43549492648543,433.68690632625766,0.0
427.7245843203563,431.95905770512786,0.0
426.0205066127475,430.2381096282137,0.0
424.32322875837303,428.52402872308096,0.0
422.63268603575546,426.81674962750947,0.0
420.9489105821215,425.11630479688455,0.0
419.2718066232509,423.42259750882107,0.0
417.60140602923,421.7356599489194,0.0
415.9376458399365,420.0554285337519,0.0
414.28052608703456,418.3819032952962,0.0
412.6300156011696,416.7150527556212,0.0
410.98605324003915,415.0548151671156,0.0
409.3486694371001,413.4012212645274,0.0
407.71780349740544,411.75420975202974,0.0
406.0934256327758,410.1137505465403,0.0
404.4755357587709,408.4798435627827,0.0
402.8640748948923,406.8524292363518,0.0
401.2590431342552,405.23150766128435,0.0
399.660382599266,403.6170203869987,0.0
398.0681219946818,402.00899640242915,0.0
396.4822038346908,400.40737765265425,0.0
394.90257184382193,398.81210730507576,0.0
393.3292542689508,397.22321388621344,0.0
391.76222275342997,395.64066875868895,0.0
390.2014218966844,394.06441597346156,0.0
388.646824577848,392.4944281411687,0.0
387.09843085443026,390.9307053198891,0.0
385.55621350394813,389.3732200176372,0.0
384.0201190969016,387.82191827596097,0.0
382.49017411921824,386.2768268429985,0.0
380.9662993979002,384.7378657619394,0.0
379.4484952421721,383.20503534506963,0.0
377.9367613804507,381.6783353181172,0.0
376.43102064264286,380.157687747005,0.0
374.9312986916143,378.6431185486613,0.0
373.43754469154095,377.1345763839872,0.0
371.94975852660775,375.63206113602115,0.0
370.4678902316158,374.1355223449088,0.0
368.99191530502435,372.6449352665441,0.0
367.5218337167535,371.1602998705494,0.0
366.05759675919046,369.68156696710645,0.0
364.5992044466826,368.2087365707048,0.0
363.14660888206157,366.741760309994,0.0
361.6998101133009,365.28063823342256,0.0
360.25878433479124,363.8253462997057,0.0
358.8234848248483,362.37583732461434,0.0
357.3939116650431,360.93211139052704,0.0
355.970041640915,359.49414505316,0.0
354.55182915742506,358.0618922660836,0.0
353.1392743083373,356.63535312398983,0.0
351.7323322223167,355.2144823113176,0.0
350.331025025958,353.799302173715,0.0
348.93526430211006,352.38972341870095,0.0
347.54509402951163,350.9857904604038,0.0
346.1604486920698,349.5874371341213,0.0
344.7813283504018,348.19466350107075,0.0
343.40769019134075,346.80742632423505,0.0
342.03953424775233,345.4257256368051,0.0
340.67683919352226,344.04953990153814,0.0
339.31954250885747,342.67880597969514,0.0
337.96768568580006,341.3135657740895,0.0
336.6211863144492,339.95373605896225,0.0
335.280085184986,338.59935802831734,0.0
333.9443011450771,337.25034972641333,0.0
332.61383455840763,335.90671152053585,0.0
331.2887049846852,334.5684631640336,0.0
329.9687940070091,333.2354850676785,0.0
328.65419979535704,331.9078763733311,0.0
327.34480527506435,330.5855188472875,0.0
326.0406492702435,329.2684516980189,0.0
324.7416931439142,327.9566359060389,0.0
323.44789898302577,326.6500331829577,0.0
322.159266855044,325.3486435969089,0.0
320.8757593629026,324.05242938059536,0.0
319.5973764858566,322.7613905130666,0.0
318.32408132963724,321.47548973480065,0.0
317.0558376823702,320.1946904754257,0.0
315.79268162575056,318.9190291738455,0.0
314.53454103606873,317.6484329923258,0.0
313.28141607947117,316.38290209865795,0.0
312.03327147924034,315.12240086688485,0.0
310.7901072889357,313.8669293510962,0.0
309.5519230895671,312.6164871281538,0.0
308.318649724525,311.3710043567978,0.0
307.09028748653964,310.13048133265636,0.0
305.86680260117686,308.89488394692853,0.0
304.64822855984386,307.6642460225863,0.0
303.43446507186144,306.43846627607286,0.0
302.22557856520444,305.21761179299995,0.0
301.02150274744906,304.0016156246488,0.0
299.82220524038826,302.7904450722681,0.0
298.6276862641439,301.58410035815893,0.0
297.4379455821065,300.3825812433694,0.0
296.2529194746662,299.1858233774654,0.0
295.07263958961914,297.99385872155636,0.0
293.8970430711567,296.80662379756114,0.0
292.72613014718235,295.6241188356395,0.0
291.55990059770187,294.44634361361915,0.0
290.3983234794516,293.2732668818982,0.0
289.241338338776,292.1048275883299,0.0
288.0889756137114,290.94105647228713,0.0
286.94123477943697,289.7819530037534,0.0
285.79802688685055,288.6274273530304,0.0
284.659381763764,287.47750964322523,0.0
283.5252990010608,286.3321994611713,0.0
282.39572048951294,285.1914381223591,0.0
281.2706179368357,284.05519705441037,0.0
280.1500198946566,282.9235050916137,0.0
279.033897666354,281.7963332532509,0.0
277.92219529488517,280.6736250283045,0.0
276.8149407259496,279.55540863913654,0.0
275.71210600582214,278.4416558552798,0.0
274.6136365595528,277.33231156149236,0.0
273.51955972328767,276.22740336454825,0.0
272.42984825098205,275.1269037486668,0.0
271.3444753403292,274.03078564619847,0.0
270.26341462399466,272.9390224287722,0.0
269.1866661827099,271.85161417791875,0.0
268.1142038725964,270.7685344909351,0.0
267.04602757870737,269.68978325173657,0.0
265.9820859709451,268.61530862205746,0.0
264.9224045514351,267.5451363564943,0.0
263.86693260365126,266.4792152364274,0.0
262.81567022161,265.41754535680394,0.0
261.7685924916657,264.36010155733317,0.0
260.7256993020842,263.3068837251748,0.0
259.68694171223854,262.25784243518973,0.0
258.6523440107569,261.2130022164634,0.0
257.6218578237791,260.17231421623455,0.0
256.5954832025468,259.13577848625204,0.0
255.57317289548206,258.1033473071473,0.0
254.5549505700161,257.07504458065927,0.0
253.54079259130907,256.05084643796306,0.0
252.53067568274773,255.03072937200693,0.0
251.52457691887435,254.0146702303712,0.0
250.52249625679076,253.00266896973298,0.0
249.5243885558201,251.99468000252273,0.0
248.530276269677,250.9907260047468,0.0
247.54011475021488,249.990761886242,0.0
246.5538822135725,248.99476564748687,0.0
245.5716005080198,248.00275935304919,0.0
244.5932259648363,247.01469890188818,0.0
243.618758548517,246.03058425814734,0.0
242.64815556681108,245.05037230692253,0.0
241.68143823767815,244.07408447623118,0.0
240.7185643146926,243.10167810140805,0.0
239.7595338066106,242.13315319129603,0.0
238.80430539976345,241.16846802322112,0.0
237.85289967557287,240.20764338236106,0.0
236.90527573965778,239.2506379694804,0.0
235.96143361859095,238.297451811415,0.0
235.02135314489405,237.3480645410285,0.0
234.08499475284287,236.40243620089603,0.0
233.15239786178842,235.46060660062014,0.0
232.22350345908185,234.52251614332678,0.0
231.29831167832444,233.58816496393985,0.0
230.37680324068947,232.6575335927723,0.0
229.45895912744683,231.73060282280855,0.0
228.54477933215284,230.80737264754117,0.0
227.63424489341438,229.88782391785918,0.0
226.7273371018665,228.971937739175,0.0
225.82403749519452,228.05969546639696,0.0
224.92434602101312,227.15109704662115,0.0
224.02822623980663,226.24610567958072,0.0
223.13569616480154,225.34473955683308,0.0
222.24670194857367,224.44694429786455,0.0
221.36126149603936,223.55273798485015,0.0
220.4793394411403,222.66208490160759,0.0
219.60093583689067,221.7749851016759,0.0
218.72603322191304,220.89142095081,0.0
217.85461435381436,220.01137503591713,0.0
216.98666220485808,219.13483016068616,0.0
216.12217673135385,218.26178628099424,0.0
215.26114092203656,217.39222621716473,0.0
214.40352146620933,216.5261163287248,0.0
213.54931853596352,215.66345678946956,0.0
212.69853197654916,214.804247443117,0.0
211.85112907840482,213.94845525628102,0.0
211.0070938323863,213.09606406132693,0.0
210.1664262799256,212.24707390009686,0.0
209.329110407051,211.4014686000808,0.0
208.49513038704123,210.55923217787293,0.0
207.6644705767279,209.7203488354375,0.0
206.8371308762055,208.88481847187992,0.0
206.0130803908979,208.05260988676778,0.0
205.1923040096884,207.22370781938432,0.0
204.37480179058068,206.39811232830743,0.0
203.56055860002263,205.57580813016287,0.0
202.7495594728615,204.75678011164283,0.0
201.94180425373978,203.9410281158518,0.0
201.13724889848567,203.1285076625807,0.0
200.3359081022714,202.31923359248387,0.0
199.53775289892533,201.5131766526247,0.0
198.74278330375475,200.71033685846191,0.0
197.9509849585702,199.91069970966004,0.0
197.1623296971863,199.11423676118844,0.0
196.37681764360195,198.32094813827362,0.0
195.59444862179984,197.53083366315568,0.0
194.81518127372613,196.74385156833603,0.0
194.03902933748324,195.96001572792434,0.0
193.26596558288827,195.17929864215887,0.0
192.4959766529251,194.40168682178907,0.0
191.729062523429,193.62718024241096,0.0
190.965209783671,192.85576536052935,0.0
190.2043921628445,192.08741564525667,0.0
189.44659682104415,191.3221181295725,0.0
188.6918366120511,190.55988579451042,0.0
187.94007295816115,189.80067968044696,0.0
187.1913059655679,189.04449989462702,0.0
186.44552297128334,188.29133364869904,0.0
185.70271142928144,187.54116827243132,0.0
184.9628589081879,186.79399121137897,0.0
184.22595308901438,186.04979002459564,0.0
183.4919938539543,185.30856459310846,0.0
182.76094482397679,184.57027817773417,0.0
182.03281809150116,183.83494299060703,0.0
181.30758967653517,183.10253481433287,0.0
180.5852477917735,182.37304174491206,0.0
179.86578074956307,181.64645197898375,0.0
179.14918848538846,180.92276545139381,0.0
178.4354477962398,180.20195872942259,0.0
177.7245472838999,179.48402030201052,0.0
177.01647564210322,178.76893875096005,0.0
176.31123281790758,178.05671402280487,0.0
175.6087963427646,177.34732342655798,0.0
174.90916616392818,176.64076690895106,0.0
174.21230926704766,175.93701112879143,0.0
173.5182366677549,175.2360672107657,0.0
172.8269265921526,174.53791316541492,0.0
172.13837897360781,173.84254892544652,0.0
171.4525723724469,173.14995283893413,0.0
170.76948576554977,172.46010367462873,0.0
170.08912970568002,171.77301208976627,0.0
169.41148323465572,171.08865691867882,0.0
168.73654624756566,170.40703805541656,0.0
168.06428795515046,169.72812440590644,0.0
167.39470847466652,169.05191608856572,0.0
166.72779768482937,168.37840288190918,0.0
166.06353562780794,167.70756463052325,0.0
165.40194202410575,167.03942125014441,0.0
164.74295774616218,166.3739130278492,0.0
164.0866123065191,165.71106976835364,0.0
163.43288607815,165.0508716503237,0.0
162.78175980323707,164.39329922528913,0.0
162.1332145858744,163.73833341027458,0.0
161.48726934467703,163.08599331118933,0.0
160.84390499249113,162.4362596519168,0.0
160.20308436393503,161.789094899138,0.0
159.56482608772998,161.14451786599852,0.0
158.92911168094585,160.5025098865872,0.0
158.29592300192007,159.86305263963908,0.0
157.66526009730828,159.22614617227163,0.0
157.03712277373137,158.59179028919132,0.0
156.41147546058818,157.959949067648,0.0
155.78831833702614,157.3306226885627,0.0
155.16765134290895,156.70381109120376,0.0
154.54945702843725,156.07949665301877,0.0
153.9337182596157,155.45766207038588,0.0
153.32043509535958,154.83830740280365,0.0
152.70959061185525,154.2214155589126,0.0
152.1011848049641,153.60698653453326,0.0
151.49520095599513,152.99500344545947,0.0
150.89163899707307,152.3854662231441,0.0
150.2904824097452,151.7783581856017,0.0
149.74514881676333,151.2276257900493,0.0
