LAMBDA,mag,u,g,r,i,z,Y,atm
8213,0,0,0,0,0.169009106,0.288711727,0,0.930406985
8214,0,0,0,0,0.167093154,0.290419184,0,0.930023278
8215,0,0,0,0,0.165202993,0.292125169,0,0.929639567
8216,0,0,0,0,0.163007956,0.293278521,0,0.927512771
8217,0,0,0,0,0.160797018,0.294423551,0,0.925385957
8218,0,0,0,0,0.158594486,0.295560256,0,0.923259126
8219,0,0,0,0,0.156424442,0.296688638,0,0.921132277
8220,0,0,0,0,0.154262693,0.297808695,0,0.919005411
8221,0,0,0,0,0.151155902,0.297117608,0,0.911261823
8222,0,0,0,0,0.148079721,0.296395688,0,0.903518174
8223,0,0,0,0,0.145057574,0.295619512,0,0.895774463
8224,0,0,0,0,0.142065638,0.294812902,0,0.888030692
8225,0,0,0,0,0.139080896,0.293975856,0,0.880286858
8226,0,0,0,0,0.135733956,0.292262554,0,0.870025082
8227,0,0,0,0,0.132450107,0.290508884,0,0.859763224
8228,0,0,0,0,0.129206335,0.288714843,0,0.849501286
8229,0,0,0,0,0.125980695,0.286880429,0,0.839239267
8230,0,0,0,0,0.122795673,0.285005636,0,0.828977167
8231,0,0,0,0,0.121798191,0.288169985,0,0.833435199
8232,0,0,0,0,0.120783013,0.291351767,0,0.837893265
8233,0,0,0,0,0.11977217,0.294550981,0,0.842351364
8234,0,0,0,0,0.118743865,0.297767625,0,0.846809498
8235,0,0,0,0,0.117675837,0.301001701,0,0.851267666
8236,0,0,0,0,0.117355419,0.306250342,0,0.8613429
8237,0,0,0,0,0.117017759,0.31153842,0,0.871418212
8238,0,0,0,0,0.116640595,0.316865934,0,0.881493601
8239,0,0,0,0,0.116200614,0.322256197,0,0.891569068
8240,0,0,0,0,0.115720604,0.327686421,0,0.901644612
8241,0,0,0,0,0.114437009,0.330856266,0,0.905522008
8242,0,0,0,0,0.113138329,0.334041036,0,0.909399434
8243,0,0,0,0,0.111800686,0.337240728,0,0.913276889
8244,0,0,0,0,0.110447761,0.340455342,0,0.917154373
8245,0,0,0,0,0.109103634,0.343684874,0,0.921031886
8246,0,0,0,0,0.107405965,0.345839493,0,0.922003954
8247,0,0,0,0,0.105680513,0.347997726,0,0.922976029
8248,0,0,0,0,0.103951359,0.350159573,0,0.92394811
8249,0,0,0,0,0.102242679,0.352325032,0,0.924920198
8250,0,0,0,0,0.100530346,0.354494105,0,0.925892292
8251,0,0,0,0,0.09859628,0.355966903,0,0.924927373
8252,0,0,0,0,0.09666573,0.357436151,0,0.923962445
8253,0,0,0,0,0.094762829,0.358901848,0,0.922997509
8254,0,0,0,0,0.0928634,0.360363992,0,0.922032565
8255,0,0,0,0,0.090943358,0.361846667,0,0.921067612
8256,0,0,0,0,0.089026837,0.363325742,0,0.92010265
8257,0,0,0,0,0.087137876,0.364777177,0,0.919137681
8258,0,0,0,0,0.08525239,0.366225055,0,0.918172703
8259,0,0,0,0,0.083346389,0.367669377,0,0.917207717
8260,0,0,0,0,0.081443913,0.36911014,0,0.916242722
8261,0,0,0,0,0.079847583,0.371845126,0,0.918570782
8262,0,0,0,0,0.078242164,0.374589179,0,0.920898859
8263,0,0,0,0,0.076603505,0.377342298,0,0.923226953
8264,0,0,0,0,0.074955636,0.380104485,0,0.925555064
8265,0,0,0,0,0.073322827,0.382875737,0,0.927883192
8266,0,0,0,0,0.071561511,0.385013562,0,0.928661631
8267,0,0,0,0,0.069772878,0.387154386,0,0.929440075
8268,0,0,0,0,0.067981199,0.389298207,0,0.930218524
8269,0,0,0,0,0.066210826,0.391445026,0,0.930996978
8270,0,0,0,0,0.064437447,0.393594842,0,0.931775438
8271,0,0,0,0,0.062277026,0.39349962,0,0.927129824
8272,0,0,0,0,0.060134809,0.393385895,0,0.922484175
8273,0,0,0,0,0.058034809,0.393229654,0,0.917838488
8274,0,0,0,0,0.05595278,0.393055143,0,0.913192765
8275,0,0,0,0,0.053864955,0.392862359,0,0.908547005
8276,0,0,0,0,0.051906352,0.393492814,0,0.905838416
8277,0,0,0,0,0.049981913,0.394112702,0,0.903129806
8278,0,0,0,0,0.048067868,0.394722022,0,0.900421174
8279,0,0,0,0,0.046140726,0.39532077,0,0.89771252
8280,0,0,0,0,0.044224121,0.395908946,0,0.895003844
8281,0,0,0,0,0.043418645,0.398442346,0,0.896750811
8282,0,0,0,0,0.042609694,0.400982615,0,0.89849779
8283,0,0,0,0,0.041797266,0.403529752,0,0.900244782
8284,0,0,0,0,0.040981363,0.406083758,0,0.901991787
8285,0,0,0,0,0.040185636,0.408644633,0,0.903738804
8286,0,0,0,0,0.039310684,0.410420568,0,0.903742279
8287,0,0,0,0,0.03841207,0.411983645,0,0.903745754
8288,0,0,0,0,0.037513448,0.413546736,0,0.903749228
8289,0,0,0,0,0.036614817,0.414447558,0,0.903752701
8290,0,0,0,0,0.035716177,0.415348387,0,0.903756173
8291,0,0,0,0,0.034847908,0.416588746,0,0.904534572
8292,0,0,0,0,0.033978063,0.417830652,0,0.905312976
8293,0,0,0,0,0.033130356,0.419097822,0,0.906091386
8294,0,0,0,0,0.032281115,0.420366581,0,0.9068698
8295,0,0,0,0,0.031406582,0.421613174,0,0.90764822
8296,0,0,0,0,0.030569539,0.423402403,0,0.909589059
8297,0,0,0,0,0.029728609,0.425219313,0,0.911529912
8298,0,0,0,0,0.02888379,0.427040147,0,0.913470779
8299,0,0,0,0,0.028035084,0.428840944,0,0.91541166
8300,0,0,0,0,0.02718249,0.430645562,0,0.917352555
8301,0,0,0,0,0.02630529,0.431743085,0,0.917743549
8302,0,0,0,0,0.025427329,0.43284139,0,0.918134545
8303,0,0,0,0,0.024524562,0.433940478,0,0.918525543
8304,0,0,0,0,0.023621012,0.435040349,0,0.918916543
8305,0,0,0,0,0.02271668,0.436116938,0,0.919307546
8306,0,0,0,0,0.021843729,0.437838982,0,0.921054752
8307,0,0,0,0,0.020967298,0.43958858,0,0.922801971
8308,0,0,0,0,0.020087387,0.441341667,0,0.924549202
8309,0,0,0,0,0.019228243,0.443073995,0,0.926296446
8310,0,0,0,0,0.01836571,0.444809721,0,0.928043703
8311,0,0,0,0,0.017439262,0.445648435,0,0.927853503
8312,0,0,0,0,0.016513163,0.446486793,0,0.927663302
8313,0,0,0,0,0.015587414,0.447300515,0,0.927473098
8314,0,0,0,0,0.014662015,0.448113891,0,0.927282891
8315,0,0,0,0,0.013736965,0.44895119,0,0.927092683
8316,0,0,0,0,0.012782805,0.448753922,0,0.924771216
8317,0,0,0,0,0.011857383,0.448527867,0,0.922449731
8318,0,0,0,0,0.010936431,0.448297296,0,0.920128227
8319,0,0,0,0,0.009995918,0.448086238,0,0.917806705
8320,0,0,0,0,0.009059995,0.447870542,0,0.915485164
8321,0,0,0,0,0.008163139,0.449548862,0,0.917038688
8322,0,0,0,0,0.007263168,0.451230321,0,0.918592224
8323,0,0,0,0,0.006360082,0.452216275,0,0.920145771
8324,0,0,0,0,0.005453881,0.453202991,0,0.921699329
8325,0,0,0,0,0.004568737,0.453972911,0,0.923252897
8326,0,0,0,0,0.003682873,0.455028677,0,0.925387751
8327,0,0,0,0,0.002768564,0.456084477,0,0.92752262
8328,0,0,0,0,0.001849982,0.457140311,0,0.929657504
8329,0,0,0,0,0.000927128,0.45819618,0,0.931792403
8330,0,0,0,0,0,0.459252082,0,0.933927318
8331,0,0,0,0,0,0.459028047,0,0.933543348
8332,0,0,0,0,0,0.45880404,0,0.933159374
8333,0,0,0,0,0,0.458580061,0,0.932775396
8334,0,0,0,0,0,0.458356111,0,0.932391414
8335,0,0,0,0,0,0.45813219,0,0.932007429
8336,0,0,0,0,0,0.458194579,0,0.932204735
8337,0,0,0,0,0,0.458257321,0,0.932402042
8338,0,0,0,0,0,0.458320225,0,0.93259935
8339,0,0,0,0,0,0.458383117,0,0.932796659
8340,0,0,0,0,0,0.458445838,0,0.932993968
8341,0,0,0,0,0,0.459238166,0,0.93454766
8342,0,0,0,0,0,0.460030153,0,0.936101364
8343,0,0,0,0,0,0.460821677,0,0.937655078
8344,0,0,0,0,0,0.461612629,0,0.939208803
8345,0,0,0,0,0,0.462402915,0,0.940762539
8346,0,0,0,0,0,0.462716212,0,0.941347423
8347,0,0,0,0,0,0.463028639,0,0.94193231
8348,0,0,0,0,0,0.463340143,0,0.942517201
8349,0,0,0,0,0,0.463650688,0,0.943102096
8350,0,0,0,0,0,0.46396025,0,0.943686994
8351,0,0,0,0,0,0.463723385,0,0.943303014
8352,0,0,0,0,0,0.463485551,0,0.942919031
8353,0,0,0,0,0,0.463246772,0,0.942535043
8354,0,0,0,0,0,0.463007084,0,0.942151052
8355,0,0,0,0,0,0.462766538,0,0.941767057
8356,0,0,0,0,0,0.462715617,0,0.941770619
8357,0,0,0,0,0,0.462663939,0,0.941774179
8358,0,0,0,0,0,0.462611595,0,0.941777739
8359,0,0,0,0,0,0.462558693,0,0.941781297
8360,0,0,0,0,0,0.462505352,0,0.941784855
8361,0,0,0,0,0,0.462736916,0,0.94217598
8362,0,0,0,0,0,0.462968349,0,0.942567106
8363,0,0,0,0,0,0.463199813,0,0.942958235
8364,0,0,0,0,0,0.463431484,0,0.943349365
8365,0,0,0,0,0,0.463663554,0,0.943740498
8366,0,0,0,0,0,0.463896419,0,0.944131633
8367,0,0,0,0,0,0.464129438,0,0.944522769
8368,0,0,0,0,0,0.464362547,0,0.944913908
8369,0,0,0,0,0,0.464595688,0,0.945305049
8370,0,0,0,0,0,0.464828806,0,0.945696192
8371,0,0,0,0,0,0.464881998,0,0.945893547
8372,0,0,0,0,0,0.464935025,0,0.946090901
8373,0,0,0,0,0,0.464987849,0,0.946288257
8374,0,0,0,0,0,0.465040432,0,0.946485613
8375,0,0,0,0,0,0.465092744,0,0.94668297
8376,0,0,0,0,0,0.46504956,0,0.946686533
8377,0,0,0,0,0,0.465006075,0,0.946690095
8378,0,0,0,0,0,0.464962273,0,0.946693656
8379,0,0,0,0,0,0.464918143,0,0.946697216
8380,0,0,0,0,0,0.464873677,0,0.946700775
8381,0,0,0,0,0,0.465083398,0,0.94709193
8382,0,0,0,0,0,0.465292791,0,0.947483087
8383,0,0,0,0,0,0.465501863,0,0.947874247
8384,0,0,0,0,0,0.465710625,0,0.948265408
8385,0,0,0,0,0,0.465919092,0,0.948656571
8386,0,0,0,0,0,0.466031909,0,0.948853935
8387,0,0,0,0,0,0.466144347,0,0.949051299
8388,0,0,0,0,0,0.466256501,0,0.949248664
8389,0,0,0,0,0,0.466368467,0,0.949446029
8390,0,0,0,0,0,0.466480338,0,0.949643395
8391,0,0,0,0,0,0.466437314,0,0.949646956
8392,0,0,0,0,0,0.466394387,0,0.949650517
8393,0,0,0,0,0,0.46635165,0,0.949654076
8394,0,0,0,0,0,0.466309199,0,0.949657635
8395,0,0,0,0,0,0.466267129,0,0.949661193
8396,0,0,0,0,0,0.466320682,0,0.949858559
8397,0,0,0,0,0,0.466374522,0,0.950055925
8398,0,0,0,0,0,0.466428666,0,0.950253293
8399,0,0,0,0,0,0.466483125,0,0.950450661
8400,0,0,0,0,0,0.466537907,0,0.950648029
8401,0,0,0,0,0,0.466419581,0,0.950457773
8402,0,0,0,0,0,0.4663016,0,0.950267514
8403,0,0,0,0,0,0.466183958,0,0.950077253
8404,0,0,0,0,0,0.466066642,0,0.94988699
8405,0,0,0,0,0,0.465949636,0,0.949696725
8406,0,0,0,0,0,0.465832919,0,0.949506457
8407,0,0,0,0,0,0.465716463,0,0.949316187
8408,0,0,0,0,0,0.465600239,0,0.949125915
8409,0,0,0,0,0,0.46548421,0,0.94893564
8410,0,0,0,0,0,0.465368336,0,0.948745363
8411,0,0,0,0,0,0.465421301,0,0.948942724
8412,0,0,0,0,0,0.465474303,0,0.949140086
8413,0,0,0,0,0,0.465527289,0,0.949337448
8414,0,0,0,0,0,0.465580199,0,0.949534811
8415,0,0,0,0,0,0.46563297,0,0.949732174
8416,0,0,0,0,0,0.465685533,0,0.949929538
8417,0,0,0,0,0,0.46573808,0,0.950126902
8418,0,0,0,0,0,0.465790611,0,0.950324268
8419,0,0,0,0,0,0.465843126,0,0.950521633
8420,0,0,0,0,0,0.465895626,0,0.950719
8421,0,0,0,0,0,0.465990646,0,0.950916367
8422,0,0,0,0,0,0.466085661,0,0.951113735
8423,0,0,0,0,0,0.466180671,0,0.951311103
8424,0,0,0,0,0,0.466275675,0,0.951508472
8425,0,0,0,0,0,0.466370674,0,0.951705841
8426,0,0,0,0,0,0.466370683,0,0.951709381
8427,0,0,0,0,0,0.466370686,0,0.951712919
8428,0,0,0,0,0,0.466370684,0,0.951716457
8429,0,0,0,0,0,0.466370676,0,0.951719993
8430,0,0,0,0,0,0.466370663,0,0.951723529
8431,0,0,0,0,0,0.466292378,0,0.95153323
8432,0,0,0,0,0,0.466214079,0,0.951342929
8433,0,0,0,0,0,0.466135766,0,0.951152625
8434,0,0,0,0,0,0.466057439,0,0.950962319
8435,0,0,0,0,0,0.465979098,0,0.95077201
8436,0,0,0,0,0,0.466089597,0,0.950969376
8437,0,0,0,0,0,0.466199353,0,0.951166742
8438,0,0,0,0,0,0.46630875,0,0.951364109
8439,0,0,0,0,0,0.466418142,0,0.951561476
8440,0,0,0,0,0,0.466527858,0,0.951758844
8441,0,0,0,0,0,0.466494313,0,0.951762371
8442,0,0,0,0,0,0.466461661,0,0.951765897
8443,0,0,0,0,0,0.466430143,0,0.951769422
8444,0,0,0,0,0,0.466399973,0,0.951772947
8445,0,0,0,0,0,0.466371336,0,0.95177647
8446,0,0,0,0,0,0.466439366,0,0.951973838
8447,0,0,0,0,0,0.466509203,0,0.952171207
8448,0,0,0,0,0,0.466580945,0,0.952368576
8449,0,0,0,0,0,0.466654667,0,0.952565946
8450,0,0,0,0,0,0.466730411,0,0.952763317
8451,0,0,0,0,0,0.466840322,0,0.952960688
8452,0,0,0,0,0,0.46695227,0,0.953158059
8453,0,0,0,0,0,0.467066212,0,0.953355432
8454,0,0,0,0,0,0.467182078,0,0.953552805
8455,0,0,0,0,0,0.467299771,0,0.953750178
8456,0,0,0,0,0,0.467324178,0,0.9537537
8457,0,0,0,0,0,0.467350119,0,0.953757221
8458,0,0,0,0,0,0.467377408,0,0.953760741
8459,0,0,0,0,0,0.467405831,0,0.95376426
8460,0,0,0,0,0,0.467435147,0,0.953767779
8461,0,0,0,0,0,0.467419025,0,0.95357744
8462,0,0,0,0,0,0.467403197,0,0.9533871
8463,0,0,0,0,0,0.467387334,0,0.953196757
8464,0,0,0,0,0,0.467371079,0,0.953006412
8465,0,0,0,0,0,0.467354049,0,0.952816065
8466,0,0,0,0,0,0.467526035,0,0.953013434
8467,0,0,0,0,0,0.467698051,0,0.953210805
8468,0,0,0,0,0,0.467870099,0,0.953408175
8469,0,0,0,0,0,0.468042176,0,0.953605547
8470,0,0,0,0,0,0.468214285,0,0.953802919
8471,0,0,0,0,0,0.468232484,0,0.953806428
8472,0,0,0,0,0,0.468250678,0,0.953809937
8473,0,0,0,0,0,0.468268865,0,0.953813445
8474,0,0,0,0,0,0.468287048,0,0.953816952
8475,0,0,0,0,0,0.468305224,0,0.953820458
8476,0,0,0,0,0,0.468228207,0,0.953630097
8477,0,0,0,0,0,0.468151176,0,0.953439733
8478,0,0,0,0,0,0.468074133,0,0.953249368
8479,0,0,0,0,0,0.467997077,0,0.953059
8480,0,0,0,0,0,0.467920008,0,0.952868629
8481,0,0,0,0,0,0.467723664,0,0.952872127
8482,0,0,0,0,0,0.467527366,0,0.952875624
8483,0,0,0,0,0,0.467331116,0,0.95287912
8484,0,0,0,0,0,0.467134912,0,0.952882616
8485,0,0,0,0,0,0.466938756,0,0.95288611
8486,0,0,0,0,0,0.466743802,0,0.952889604
8487,0,0,0,0,0,0.466549636,0,0.952893097
8488,0,0,0,0,0,0.466355875,0,0.952896589
8489,0,0,0,0,0,0.466162161,0,0.95290008
8490,0,0,0,0,0,0.465968168,0,0.952903571
8491,0,0,0,0,0,0.465987565,0,0.952907061
8492,0,0,0,0,0,0.466006064,0,0.95291055
8493,0,0,0,0,0,0.466023424,0,0.952914038
8494,0,0,0,0,0,0.466039432,0,0.952917525
8495,0,0,0,0,0,0.466053902,0,0.952921011
8496,0,0,0,0,0,0.466066679,0,0.952924497
8497,0,0,0,0,0,0.466077633,0,0.952927982
8498,0,0,0,0,0,0.466086667,0,0.952931466
8499,0,0,0,0,0,0.466093708,0,0.952934949
8500,0,0,0,0,0,0.466098714,0,0.952938431
8501,0,0,0,0,0,0.466128687,0,0.952941913
8502,0,0,0,0,0,0.466156621,0,0.952945394
8503,0,0,0,0,0,0.466182559,0,0.952948874
8504,0,0,0,0,0,0.466206571,0,0.952952353
8505,0,0,0,0,0,0.466228757,0,0.952955831
8506,0,0,0,0,0,0.466249244,0,0.952959309
8507,0,0,0,0,0,0.466268188,0,0.952962786
8508,0,0,0,0,0,0.466285773,0,0.952966262
8509,0,0,0,0,0,0.466302214,0,0.952969737
8510,0,0,0,0,0,0.466317751,0,0.952973211
8511,0,0,0,0,0,0.466173611,0,0.952782793
8512,0,0,0,0,0,0.466029167,0,0.952592373
8513,0,0,0,0,0,0.465884745,0,0.952401951
8514,0,0,0,0,0,0.465740702,0,0.952211526
8515,0,0,0,0,0,0.46559742,0,0.9520211
8516,0,0,0,0,0,0.465644943,0,0.952218461
8517,0,0,0,0,0,0.465692447,0,0.952415822
8518,0,0,0,0,0,0.465739932,0,0.952613185
8519,0,0,0,0,0,0.465787397,0,0.952810547
8520,0,0,0,0,0,0.465834841,0,0.953007911
8521,0,0,0,0,0,0.465824271,0,0.953011376
8522,0,0,0,0,0,0.465813694,0,0.953014841
8523,0,0,0,0,0,0.46580311,0,0.953018305
8524,0,0,0,0,0,0.465792519,0,0.953021768
8525,0,0,0,0,0,0.46578192,0,0.953025231
8526,0,0,0,0,0,0.46586608,0,0.953222594
8527,0,0,0,0,0,0.465950228,0,0.953419958
8528,0,0,0,0,0,0.466034365,0,0.953617323
8529,0,0,0,0,0,0.46611849,0,0.953814689
8530,0,0,0,0,0,0.466202603,0,0.954012055
8531,0,0,0,0,0,0.466197933,0,0.954015516
8532,0,0,0,0,0,0.466193254,0,0.954018976
8533,0,0,0,0,0,0.466188567,0,0.954022436
8534,0,0,0,0,0,0.466183872,0,0.954025894
8535,0,0,0,0,0,0.466179169,0,0.954029352
8536,0,0,0,0,0,0.466078552,0,0.9538389
8537,0,0,0,0,0,0.465977188,0,0.953648446
8538,0,0,0,0,0,0.46587546,0,0.953457989
8539,0,0,0,0,0,0.465773725,0,0.953267531
8540,0,0,0,0,0,0.465672308,0,0.95307707
8541,0,0,0,0,0,0.465639841,0,0.953080519
8542,0,0,0,0,0,0.46560826,0,0.953083968
8543,0,0,0,0,0,0.465577809,0,0.953087416
8544,0,0,0,0,0,0.465548699,0,0.953090863
8545,0,0,0,0,0,0.465521114,0,0.95309431
8546,0,0,0,0,0,0.465589921,0,0.953291672
8547,0,0,0,0,0,0.465660527,0,0.953489034
8548,0,0,0,0,0,0.465733032,0,0.953686397
8549,0,0,0,0,0,0.46580751,0,0.95388376
8550,0,0,0,0,0,0.465884002,0,0.954081125
8551,0,0,0,0,0,0.465872613,0,0.95408457
8552,0,0,0,0,0,0.465863247,0,0.954088014
8553,0,0,0,0,0,0.465855861,0,0.954091458
8554,0,0,0,0,0,0.465850384,0,0.9540949
8555,0,0,0,0,0,0.465846716,0,0.954098342
8556,0,0,0,0,0,0.465844729,0,0.954101784
8557,0,0,0,0,0,0.465844267,0,0.954105224
8558,0,0,0,0,0,0.465845146,0,0.954108664
8559,0,0,0,0,0,0.465847151,0,0.954112102
8560,0,0,0,0,0,0.465850043,0,0.95411554
8561,0,0,0,0,0,0.46587605,0,0.954118978
8562,0,0,0,0,0,0.465902373,0,0.954122414
8563,0,0,0,0,0,0.465928685,0,0.95412585
8564,0,0,0,0,0,0.465954629,0,0.954129284
8565,0,0,0,0,0,0.465979822,0,0.954132719
8566,0,0,0,0,0,0.466003851,0,0.954136152
8567,0,0,0,0,0,0.466027872,0,0.954139584
8568,0,0,0,0,0,0.466051882,0,0.954143016
8569,0,0,0,0,0,0.466075884,0,0.954146447
8570,0,0,0,0,0,0.466099875,0,0.954149877
8571,0,0,0,0,0,0.46610685,0,0.954153306
8572,0,0,0,0,0,0.466113815,0,0.954156735
8573,0,0,0,0,0,0.46612077,0,0.954160163
8574,0,0,0,0,0,0.466127716,0,0.95416359
8575,0,0,0,0,0,0.466134652,0,0.954167016
8576,0,0,0,0,0,0.466236323,0,0.954364378
8577,0,0,0,0,0,0.466337987,0,0.954561741
8578,0,0,0,0,0,0.466439645,0,0.954759105
8579,0,0,0,0,0,0.466541295,0,0.954956469
8580,0,0,0,0,0,0.46664294,0,0.955153834
8581,0,0,0,0,0,0.466639126,0,0.955157259
8582,0,0,0,0,0,0.466635305,0,0.955160683
8583,0,0,0,0,0,0.466631475,0,0.955164107
8584,0,0,0,0,0,0.466627637,0,0.955167529
8585,0,0,0,0,0,0.46662379,0,0.955170951
8586,0,0,0,0,0,0.46662109,0,0.955174372
8587,0,0,0,0,0,0.466619125,0,0.955177792
8588,0,0,0,0,0,0.46661751,0,0.955181212
8589,0,0,0,0,0,0.466615889,0,0.95518463
8590,0,0,0,0,0,0.466613935,0,0.955188048
8591,0,0,0,0,0,0.46661262,0,0.955191465
8592,0,0,0,0,0,0.466610402,0,0.955194882
8593,0,0,0,0,0,0.466607039,0,0.955198297
8594,0,0,0,0,0,0.466602318,0,0.955201712
8595,0,0,0,0,0,0.466596054,0,0.955205126
8596,0,0,0,0,0,0.466588091,0,0.955208539
8597,0,0,0,0,0,0.466578301,0,0.955211951
8598,0,0,0,0,0,0.466566584,0,0.955215363
8599,0,0,0,0,0,0.46655287,0,0.955218774
8600,0,0,0,0,0,0.466537115,0,0.955222184
8601,0,0,0,0,0,0.466544932,0,0.955225593
8602,0,0,0,0,0,0.466550706,0,0.955229002
8603,0,0,0,0,0,0.466554477,0,0.955232409
8604,0,0,0,0,0,0.466556318,0,0.955235816
8605,0,0,0,0,0,0.466556329,0,0.955239222
8606,0,0,0,0,0,0.466554636,0,0.955242628
8607,0,0,0,0,0,0.466551396,0,0.955246032
8608,0,0,0,0,0,0.466546795,0,0.955249436
8609,0,0,0,0,0,0.466541046,0,0.955252839
8610,0,0,0,0,0,0.466534391,0,0.955256242
8611,0,0,0,0,0,0.466490433,0,0.955259643
8612,0,0,0,0,0,0.466446145,0,0.955263044
8613,0,0,0,0,0,0.466401855,0,0.955266444
8614,0,0,0,0,0,0.466357917,0,0.955269843
8615,0,0,0,0,0,0.466314716,0,0.955273241
8616,0,0,0,0,0,0.466272664,0,0.955276639
8617,0,0,0,0,0,0.466230606,0,0.955280036
8618,0,0,0,0,0,0.466188543,0,0.955283432
8619,0,0,0,0,0,0.466146473,0,0.955286827
8620,0,0,0,0,0,0.466104397,0,0.955290221
8621,0,0,0,0,0,0.466157014,0,0.955487583
8622,0,0,0,0,0,0.466209607,0,0.955684946
8623,0,0,0,0,0,0.466262177,0,0.955882309
8624,0,0,0,0,0,0.466314724,0,0.956079673
8625,0,0,0,0,0,0.466367248,0,0.956277037
8626,0,0,0,0,0,0.466325158,0,0.95628043
8627,0,0,0,0,0,0.466283062,0,0.956283823
8628,0,0,0,0,0,0.466240959,0,0.956287215
8629,0,0,0,0,0,0.46619885,0,0.956290606
8630,0,0,0,0,0,0.466156734,0,0.956293996
8631,0,0,0,0,0,0.466156615,0,0.956297385
8632,0,0,0,0,0,0.46615648,0,0.956300774
8633,0,0,0,0,0,0.466156328,0,0.956304162
8634,0,0,0,0,0,0.46615616,0,0.956307549
8635,0,0,0,0,0,0.466155976,0,0.956310935
8636,0,0,0,0,0,0.466154621,0,0.956314321
8637,0,0,0,0,0,0.466152508,0,0.956317706
8638,0,0,0,0,0,0.46615002,0,0.95632109
8639,0,0,0,0,0,0.466147514,0,0.956324473
8640,0,0,0,0,0,0.466145316,0,0.956327855
8641,0,0,0,0,0,0.466117802,0,0.956331237
8642,0,0,0,0,0,0.46609117,0,0.956334618
8643,0,0,0,0,0,0.466065662,0,0.956337998
8644,0,0,0,0,0,0.46604149,0,0.956341377
8645,0,0,0,0,0,0.466018838,0,0.956344756
8646,0,0,0,0,0,0.465997864,0,0.956348134
8647,0,0,0,0,0,0.465978695,0,0.956351511
8648,0,0,0,0,0,0.465961429,0,0.956354887
8649,0,0,0,0,0,0.465946138,0,0.956358263
8650,0,0,0,0,0,0.465932865,0,0.956361637
8651,0,0,0,0,0,0.465879151,0,0.956365011
8652,0,0,0,0,0,0.465827462,0,0.956368385
8653,0,0,0,0,0,0.465777755,0,0.956371757
8654,0,0,0,0,0,0.465729958,0,0.956375129
8655,0,0,0,0,0,0.465683971,0,0.9563785
8656,0,0,0,0,0,0.465639667,0,0.95638187
8657,0,0,0,0,0,0.465596888,0,0.956385239
8658,0,0,0,0,0,0.465555449,0,0.956388608
8659,0,0,0,0,0,0.465515137,0,0.956391976
8660,0,0,0,0,0,0.46547571,0,0.956395343
8661,0,0,0,0,0,0.465505982,0,0.956398709
8662,0,0,0,0,0,0.46553656,0,0.956402075
8663,0,0,0,0,0,0.465567118,0,0.95640544
8664,0,0,0,0,0,0.465597301,0,0.956408804
8665,0,0,0,0,0,0.465626725,0,0.956412167
8666,0,0,0,0,0,0.465654979,0,0.956415529
8667,0,0,0,0,0,0.465683214,0,0.956418891
8668,0,0,0,0,0,0.465711431,0,0.956422252
8669,0,0,0,0,0,0.465739631,0,0.956425612
8670,0,0,0,0,0,0.465767812,0,0.956428972
8671,0,0,0,0,0,0.465764173,0,0.95643233
8672,0,0,0,0,0,0.465760519,0,0.956435688
8673,0,0,0,0,0,0.46575685,0,0.956439045
8674,0,0,0,0,0,0.465753166,0,0.956442402
8675,0,0,0,0,0,0.465749466,0,0.956445758
8676,0,0,0,0,0,0.465745751,0,0.956449112
8677,0,0,0,0,0,0.465742022,0,0.956452467
8678,0,0,0,0,0,0.465738277,0,0.95645582
8679,0,0,0,0,0,0.465734517,0,0.956459172
8680,0,0,0,0,0,0.465730742,0,0.956462524
8681,0,0,0,0,0,0.465684133,0,0.956465875
8682,0,0,0,0,0,0.465637516,0,0.956469226
8683,0,0,0,0,0,0.465590889,0,0.956472575
8684,0,0,0,0,0,0.465544253,0,0.956475924
8685,0,0,0,0,0,0.465497608,0,0.956479272
8686,0,0,0,0,0,0.46545326,0,0.956482619
8687,0,0,0,0,0,0.465410383,0,0.956485966
8688,0,0,0,0,0,0.465368212,0,0.956489312
8689,0,0,0,0,0,0.465326036,0,0.956492657
8690,0,0,0,0,0,0.465283204,0,0.956496001
8691,0,0,0,0,0,0.465308471,0,0.956499344
8692,0,0,0,0,0,0.465331937,0,0.956502687
8693,0,0,0,0,0,0.465353118,0,0.956506029
8694,0,0,0,0,0,0.465371589,0,0.95650937
8695,0,0,0,0,0,0.465386979,0,0.956512711
8696,0,0,0,0,0,0.465493572,0,0.95671007
8697,0,0,0,0,0,0.465596643,0,0.95690743
8698,0,0,0,0,0,0.465695929,0,0.95710479
8699,0,0,0,0,0,0.465791225,0,0.957302151
8700,0,0,0,0,0,0.46588239,0,0.957499512
8701,0,0,0,0,0,0.46582739,0,0.957502852
8702,0,0,0,0,0,0.465768174,0,0.95750619
8703,0,0,0,0,0,0.465704789,0,0.957509528
8704,0,0,0,0,0,0.465637342,0,0.957512865
8705,0,0,0,0,0,0.465566003,0,0.957516201
8706,0,0,0,0,0,0.465491003,0,0.957519537
8707,0,0,0,0,0,0.465412634,0,0.957522872
8708,0,0,0,0,0,0.46533125,0,0.957526206
8709,0,0,0,0,0,0.465247265,0,0.957529539
8710,0,0,0,0,0,0.465161158,0,0.957532871
8711,0,0,0,0,0,0.465048154,0,0.957536203
8712,0,0,0,0,0,0.464934177,0,0.957539534
