LAMBDA,mag,u,g,r,i,z,Y,atm
10115,0,0,0,0,0,0,0.146498569,0.966443903
10116,0,0,0,0,0,0,0.146164106,0.966251548
10117,0,0,0,0,0,0,0.145829649,0.966059192
10118,0,0,0,0,0,0,0.145495225,0.965866835
10119,0,0,0,0,0,0,0.145160867,0.965674476
10120,0,0,0,0,0,0,0.144826604,0.965482115
10121,0,0,0,0,0,0,0.144528277,0.965484604
10122,0,0,0,0,0,0,0.144229955,0.965487092
10123,0,0,0,0,0,0,0.143931665,0.965489579
10124,0,0,0,0,0,0,0.143633437,0.965492066
10125,0,0,0,0,0,0,0.143335301,0.965494553
10126,0,0,0,0,0,0,0.14306621,0.965691892
10127,0,0,0,0,0,0,0.142797102,0.965889232
10128,0,0,0,0,0,0,0.142527962,0.966086572
10129,0,0,0,0,0,0,0.142258775,0.966283913
10130,0,0,0,0,0,0,0.141989526,0.966481254
10131,0,0,0,0,0,0,0.141703558,0.96648374
10132,0,0,0,0,0,0,0.141417569,0.966486226
10133,0,0,0,0,0,0,0.141131543,0.966488711
10134,0,0,0,0,0,0,0.140845466,0.966491196
10135,0,0,0,0,0,0,0.140559323,0.96649368
10136,0,0,0,0,0,0,0.140273274,0.966496164
10137,0,0,0,0,0,0,0.139987243,0.966498647
10138,0,0,0,0,0,0,0.139701155,0.96650113
10139,0,0,0,0,0,0,0.139414944,0.966503613
10140,0,0,0,0,0,0,0.139128547,0.966506094
10141,0,0,0,0,0,0,0.138832664,0.966508576
10142,0,0,0,0,0,0,0.138536548,0.966511057
10143,0,0,0,0,0,0,0.138240151,0.966513537
10144,0,0,0,0,0,0,0.137943429,0.966516017
10145,0,0,0,0,0,0,0.137646342,0.966518496
10146,0,0,0,0,0,0,0.137348856,0.966520975
10147,0,0,0,0,0,0,0.137051019,0.966523454
10148,0,0,0,0,0,0,0.136752828,0.966525932
10149,0,0,0,0,0,0,0.136454284,0.966528409
10150,0,0,0,0,0,0,0.136155396,0.966530886
10151,0,0,0,0,0,0,0.135876883,0.966533363
10152,0,0,0,0,0,0,0.135597996,0.966535839
10153,0,0,0,0,0,0,0.135318759,0.966538315
10154,0,0,0,0,0,0,0.135039202,0.96654079
10155,0,0,0,0,0,0,0.134759358,0.966543264
10156,0,0,0,0,0,0,0.134479268,0.966545738
10157,0,0,0,0,0,0,0.1341989,0.966548212
10158,0,0,0,0,0,0,0.133918281,0.966550685
10159,0,0,0,0,0,0,0.133637444,0.966553158
10160,0,0,0,0,0,0,0.133356424,0.96655563
10161,0,0,0,0,0,0,0.133065761,0.966558102
10162,0,0,0,0,0,0,0.132775039,0.966560573
10163,0,0,0,0,0,0,0.132484304,0.966563044
10164,0,0,0,0,0,0,0.132193608,0.966565514
10165,0,0,0,0,0,0,0.131903004,0.966567984
10166,0,0,0,0,0,0,0.131612549,0.966570453
10167,0,0,0,0,0,0,0.131322081,0.966572922
10168,0,0,0,0,0,0,0.131031598,0.966575391
10169,0,0,0,0,0,0,0.130741101,0.966577858
10170,0,0,0,0,0,0,0.130450591,0.966580326
10171,0,0,0,0,0,0,0.130153961,0.966582793
10172,0,0,0,0,0,0,0.129857343,0.966585259
10173,0,0,0,0,0,0,0.129560738,0.966587725
10174,0,0,0,0,0,0,0.129264145,0.966590191
10175,0,0,0,0,0,0,0.128967565,0.966592656
10176,0,0,0,0,0,0,0.128670997,0.96659512
10177,0,0,0,0,0,0,0.128374442,0.966597584
10178,0,0,0,0,0,0,0.1280779,0.966600048
10179,0,0,0,0,0,0,0.12778137,0.966602511
10180,0,0,0,0,0,0,0.127484852,0.966604974
10181,0,0,0,0,0,0,0.12721082,0.966607436
10182,0,0,0,0,0,0,0.126936727,0.966609898
10183,0,0,0,0,0,0,0.126662573,0.966612359
10184,0,0,0,0,0,0,0.126388359,0.966614819
10185,0,0,0,0,0,0,0.126114083,0.96661728
10186,0,0,0,0,0,0,0.125814377,0.966424856
10187,0,0,0,0,0,0,0.12551472,0.966232432
10188,0,0,0,0,0,0,0.125215113,0.966040006
10189,0,0,0,0,0,0,0.124915556,0.965847578
10190,0,0,0,0,0,0,0.124616049,0.965655149
10191,0,0,0,0,0,0,0.124330843,0.965657604
10192,0,0,0,0,0,0,0.124045653,0.965660058
10193,0,0,0,0,0,0,0.12376048,0.965662512
10194,0,0,0,0,0,0,0.123475323,0.965664966
10195,0,0,0,0,0,0,0.123190182,0.965667419
10196,0,0,0,0,0,0,0.122929862,0.965864759
10197,0,0,0,0,0,0,0.122669444,0.9660621
10198,0,0,0,0,0,0,0.122408926,0.966259442
10199,0,0,0,0,0,0,0.12214831,0.966456784
10200,0,0,0,0,0,0,0.121887596,0.966654126
10201,0,0,0,0,0,0,0.121605404,0.966656579
10202,0,0,0,0,0,0,0.121323213,0.966659031
10203,0,0,0,0,0,0,0.121041024,0.966661483
10204,0,0,0,0,0,0,0.120758836,0.966663934
10205,0,0,0,0,0,0,0.120476649,0.966666385
10206,0,0,0,0,0,0,0.120194463,0.966668835
10207,0,0,0,0,0,0,0.119912278,0.966671285
10208,0,0,0,0,0,0,0.119630094,0.966673734
10209,0,0,0,0,0,0,0.119347911,0.966676183
10210,0,0,0,0,0,0,0.11906573,0.966678631
10211,0,0,0,0,0,0,0.118799155,0.966681079
10212,0,0,0,0,0,0,0.11853251,0.966683527
10213,0,0,0,0,0,0,0.118265793,0.966685973
10214,0,0,0,0,0,0,0.117999005,0.96668842
10215,0,0,0,0,0,0,0.117732146,0.966690866
10216,0,0,0,0,0,0,0.117465216,0.966693311
10217,0,0,0,0,0,0,0.117198214,0.966695757
10218,0,0,0,0,0,0,0.116931142,0.966698201
10219,0,0,0,0,0,0,0.116663998,0.966700645
10220,0,0,0,0,0,0,0.116396783,0.966703089
10221,0,0,0,0,0,0,0.116118476,0.966705532
10222,0,0,0,0,0,0,0.115840179,0.966707975
10223,0,0,0,0,0,0,0.115561891,0.966710417
10224,0,0,0,0,0,0,0.115283615,0.966712859
10225,0,0,0,0,0,0,0.115005348,0.9667153
10226,0,0,0,0,0,0,0.114703961,0.966522838
10227,0,0,0,0,0,0,0.114402697,0.966330375
10228,0,0,0,0,0,0,0.114101554,0.96613791
10229,0,0,0,0,0,0,0.113800535,0.965945443
10230,0,0,0,0,0,0,0.113499637,0.965752976
10231,0,0,0,0,0,0,0.113229257,0.965755412
10232,0,0,0,0,0,0,0.112958879,0.965757847
10233,0,0,0,0,0,0,0.112688504,0.965760282
10234,0,0,0,0,0,0,0.112418131,0.965762717
10235,0,0,0,0,0,0,0.11214776,0.965765151
10236,0,0,0,0,0,0,0.111854952,0.965572677
10237,0,0,0,0,0,0,0.111562344,0.965380201
10238,0,0,0,0,0,0,0.111269889,0.965187724
10239,0,0,0,0,0,0,0.110977544,0.964995246
10240,0,0,0,0,0,0,0.110685271,0.964802766
10241,0,0,0,0,0,0,0.110449965,0.965000105
10242,0,0,0,0,0,0,0.110214391,0.965197445
10243,0,0,0,0,0,0,0.109978522,0.965394785
10244,0,0,0,0,0,0,0.109742333,0.965592125
10245,0,0,0,0,0,0,0.109505804,0.965789466
10246,0,0,0,0,0,0,0.109268963,0.965986808
10247,0,0,0,0,0,0,0.109031779,0.96618415
10248,0,0,0,0,0,0,0.108794228,0.966381493
10249,0,0,0,0,0,0,0.108556288,0.966578836
10250,0,0,0,0,0,0,0.108317943,0.966776179
10251,0,0,0,0,0,0,0.107943557,0.966778608
10252,0,0,0,0,0,0,0.107568956,0.966781037
10253,0,0,0,0,0,0,0.107194139,0.966783465
10254,0,0,0,0,0,0,0.106819108,0.966785893
10255,0,0,0,0,0,0,0.106443871,0.96678832
10256,0,0,0,0,0,0,0.106068395,0.966790747
10257,0,0,0,0,0,0,0.105692713,0.966793173
10258,0,0,0,0,0,0,0.105316857,0.966795599
10259,0,0,0,0,0,0,0.104940866,0.966798024
10260,0,0,0,0,0,0,0.10456478,0.966800449
10261,0,0,0,0,0,0,0.104192817,0.966802873
10262,0,0,0,0,0,0,0.103820816,0.966805297
10263,0,0,0,0,0,0,0.103448825,0.966807721
10264,0,0,0,0,0,0,0.103076895,0.966810144
10265,0,0,0,0,0,0,0.102705078,0.966812566
10266,0,0,0,0,0,0,0.102333429,0.966814988
10267,0,0,0,0,0,0,0.101961831,0.96681741
10268,0,0,0,0,0,0,0.101590293,0.966819831
10269,0,0,0,0,0,0,0.101218826,0.966822252
10270,0,0,0,0,0,0,0.10084744,0.966824672
10271,0,0,0,0,0,0,0.10050792,0.966827092
10272,0,0,0,0,0,0,0.100168361,0.966829511
10273,0,0,0,0,0,0,0.099828771,0.96683193
10274,0,0,0,0,0,0,0.09948916,0.966834348
10275,0,0,0,0,0,0,0.099149537,0.966836766
10276,0,0,0,0,0,0,0.098809954,0.966839183
10277,0,0,0,0,0,0,0.098470346,0.9668416
10278,0,0,0,0,0,0,0.098130693,0.966844017
10279,0,0,0,0,0,0,0.097790976,0.966846433
10280,0,0,0,0,0,0,0.097451173,0.966848848
10281,0,0,0,0,0,0,0.097090292,0.966851264
10282,0,0,0,0,0,0,0.096729481,0.966853678
10283,0,0,0,0,0,0,0.096368722,0.966856092
10284,0,0,0,0,0,0,0.096007993,0.966858506
10285,0,0,0,0,0,0,0.095647278,0.966860919
10286,0,0,0,0,0,0,0.095286242,0.966863332
10287,0,0,0,0,0,0,0.094925037,0.966865744
10288,0,0,0,0,0,0,0.094563767,0.966868156
10289,0,0,0,0,0,0,0.094202526,0.966870568
10290,0,0,0,0,0,0,0.093841402,0.966872979
10291,0,0,0,0,0,0,0.093504867,0.966875389
10292,0,0,0,0,0,0,0.093168506,0.966877799
10293,0,0,0,0,0,0,0.092832383,0.966880209
10294,0,0,0,0,0,0,0.092496554,0.966882618
10295,0,0,0,0,0,0,0.092161068,0.966885026
10296,0,0,0,0,0,0,0.091844518,0.967082371
10297,0,0,0,0,0,0,0.091528276,0.967279717
10298,0,0,0,0,0,0,0.091212358,0.967477063
10299,0,0,0,0,0,0,0.090896771,0.96767441
10300,0,0,0,0,0,0,0.09058152,0.967871757
10301,0,0,0,0,0,0,0.090257056,0.967874165
10302,0,0,0,0,0,0,0.089932989,0.967876573
10303,0,0,0,0,0,0,0.089609303,0.96787898
10304,0,0,0,0,0,0,0.089285981,0.967881387
10305,0,0,0,0,0,0,0.088962999,0.967883794
10306,0,0,0,0,0,0,0.088640327,0.9678862
10307,0,0,0,0,0,0,0.088317882,0.967888605
10308,0,0,0,0,0,0,0.087995608,0.96789101
10309,0,0,0,0,0,0,0.087673449,0.967893415
10310,0,0,0,0,0,0,0.087351338,0.967895819
10311,0,0,0,0,0,0,0.087034607,0.967898223
10312,0,0,0,0,0,0,0.086717877,0.967900626
10313,0,0,0,0,0,0,0.086401069,0.967903029
10314,0,0,0,0,0,0,0.086084099,0.967905431
10315,0,0,0,0,0,0,0.085766876,0.967907833
10316,0,0,0,0,0,0,0.085449271,0.967910234
10317,0,0,0,0,0,0,0.085131587,0.967912635
10318,0,0,0,0,0,0,0.084813842,0.967915035
10319,0,0,0,0,0,0,0.084496054,0.967917435
10320,0,0,0,0,0,0,0.08417824,0.967919835
10321,0,0,0,0,0,0,0.083862773,0.967922234
10322,0,0,0,0,0,0,0.083547297,0.967924633
10323,0,0,0,0,0,0,0.083231829,0.967927031
10324,0,0,0,0,0,0,0.082916384,0.967929428
10325,0,0,0,0,0,0,0.08260098,0.967931826
10326,0,0,0,0,0,0,0.082285666,0.967934222
10327,0,0,0,0,0,0,0.081970398,0.967936619
10328,0,0,0,0,0,0,0.081655168,0.967939015
10329,0,0,0,0,0,0,0.081339966,0.96794141
10330,0,0,0,0,0,0,0.081024784,0.967943805
10331,0,0,0,0,0,0,0.080723636,0.967946199
10332,0,0,0,0,0,0,0.080422477,0.967948593
10333,0,0,0,0,0,0,0.080121298,0.967950987
10334,0,0,0,0,0,0,0.079820089,0.96795338
10335,0,0,0,0,0,0,0.079518844,0.967955773
10336,0,0,0,0,0,0,0.079217652,0.967958165
10337,0,0,0,0,0,0,0.07891647,0.967960557
10338,0,0,0,0,0,0,0.078615255,0.967962948
10339,0,0,0,0,0,0,0.07831397,0.967965339
10340,0,0,0,0,0,0,0.07801258,0.967967729
10341,0,0,0,0,0,0,0.07771786,0.967970119
10342,0,0,0,0,0,0,0.077422969,0.967972509
10343,0,0,0,0,0,0,0.077127879,0.967974898
10344,0,0,0,0,0,0,0.076832569,0.967977286
10345,0,0,0,0,0,0,0.076537015,0.967979674
10346,0,0,0,0,0,0,0.076241201,0.967982062
10347,0,0,0,0,0,0,0.075945153,0.967984449
10348,0,0,0,0,0,0,0.075648871,0.967986836
10349,0,0,0,0,0,0,0.075352358,0.967989222
10350,0,0,0,0,0,0,0.075055618,0.967991608
10351,0,0,0,0,0,0,0.074768882,0.967993993
10352,0,0,0,0,0,0,0.074481955,0.967996378
10353,0,0,0,0,0,0,0.07419485,0.967998763
10354,0,0,0,0,0,0,0.073907585,0.968001147
10355,0,0,0,0,0,0,0.073620178,0.96800353
10356,0,0,0,0,0,0,0.073332653,0.968005913
10357,0,0,0,0,0,0,0.073044992,0.968008296
10358,0,0,0,0,0,0,0.072757212,0.968010678
10359,0,0,0,0,0,0,0.07246933,0.96801306
10360,0,0,0,0,0,0,0.072181366,0.968015441
10361,0,0,0,0,0,0,0.071897384,0.968017822
10362,0,0,0,0,0,0,0.071613381,0.968020202
10363,0,0,0,0,0,0,0.071329383,0.968022582
10364,0,0,0,0,0,0,0.071045416,0.968024961
10365,0,0,0,0,0,0,0.070761509,0.96802734
10366,0,0,0,0,0,0,0.070477693,0.968029719
10367,0,0,0,0,0,0,0.07019388,0.968032097
10368,0,0,0,0,0,0,0.06991007,0.968034475
10369,0,0,0,0,0,0,0.069626263,0.968036852
10370,0,0,0,0,0,0,0.069342458,0.968039229
10371,0,0,0,0,0,0,0.069072432,0.968041605
10372,0,0,0,0,0,0,0.068802347,0.968043981
10373,0,0,0,0,0,0,0.068532204,0.968046356
10374,0,0,0,0,0,0,0.068262002,0.968048731
10375,0,0,0,0,0,0,0.067991741,0.968051106
10376,0,0,0,0,0,0,0.067721422,0.96805348
10377,0,0,0,0,0,0,0.067451045,0.968055853
10378,0,0,0,0,0,0,0.067180609,0.968058226
10379,0,0,0,0,0,0,0.066910114,0.968060599
10380,0,0,0,0,0,0,0.066639561,0.968062971
10381,0,0,0,0,0,0,0.066374123,0.968065343
10382,0,0,0,0,0,0,0.066108684,0.968067714
10383,0,0,0,0,0,0,0.065843243,0.968070085
10384,0,0,0,0,0,0,0.065577802,0.968072456
10385,0,0,0,0,0,0,0.065312358,0.968074825
10386,0,0,0,0,0,0,0.065046914,0.968077195
10387,0,0,0,0,0,0,0.064781468,0.968079564
10388,0,0,0,0,0,0,0.064516021,0.968081933
10389,0,0,0,0,0,0,0.064250573,0.968084301
10390,0,0,0,0,0,0,0.063985123,0.968086669
10391,0,0,0,0,0,0,0.063720485,0.968089036
10392,0,0,0,0,0,0,0.063455839,0.968091403
10393,0,0,0,0,0,0,0.063191185,0.968093769
10394,0,0,0,0,0,0,0.062926523,0.968096135
10395,0,0,0,0,0,0,0.062661853,0.9680985
10396,0,0,0,0,0,0,0.062397174,0.968100865
10397,0,0,0,0,0,0,0.062132488,0.96810323
10398,0,0,0,0,0,0,0.061867793,0.968105594
10399,0,0,0,0,0,0,0.06160309,0.968107958
10400,0,0,0,0,0,0,0.061338379,0.968110321
10401,0,0,0,0,0,0,0.061093299,0.968112684
10402,0,0,0,0,0,0,0.06084815,0.968115046
10403,0,0,0,0,0,0,0.060602931,0.968117408
10404,0,0,0,0,0,0,0.060357642,0.968119769
10405,0,0,0,0,0,0,0.060112283,0.96812213
10406,0,0,0,0,0,0,0.059866855,0.968124491
10407,0,0,0,0,0,0,0.059621357,0.968126851
10408,0,0,0,0,0,0,0.059375789,0.96812921
10409,0,0,0,0,0,0,0.059130151,0.96813157
10410,0,0,0,0,0,0,0.058884443,0.968133928
10411,0,0,0,0,0,0,0.058627006,0.968136287
10412,0,0,0,0,0,0,0.058369599,0.968138645
10413,0,0,0,0,0,0,0.058112222,0.968141002
10414,0,0,0,0,0,0,0.057854876,0.968143359
10415,0,0,0,0,0,0,0.05759756,0.968145715
10416,0,0,0,0,0,0,0.057340276,0.968148071
10417,0,0,0,0,0,0,0.057083021,0.968150427
10418,0,0,0,0,0,0,0.056825797,0.968152782
10419,0,0,0,0,0,0,0.056568604,0.968155137
10420,0,0,0,0,0,0,0.056311441,0.968157491
10421,0,0,0,0,0,0,0.056072837,0.968159845
10422,0,0,0,0,0,0,0.055834205,0.968162198
10423,0,0,0,0,0,0,0.055595548,0.968164551
10424,0,0,0,0,0,0,0.055356863,0.968166904
10425,0,0,0,0,0,0,0.055118153,0.968169256
10426,0,0,0,0,0,0,0.054879416,0.968171607
10427,0,0,0,0,0,0,0.054640652,0.968173959
10428,0,0,0,0,0,0,0.054401862,0.968176309
10429,0,0,0,0,0,0,0.054163046,0.96817866
10430,0,0,0,0,0,0,0.053924203,0.968181009
10431,0,0,0,0,0,0,0.05368932,0.968183359
10432,0,0,0,0,0,0,0.053454376,0.968185708
10433,0,0,0,0,0,0,0.05321937,0.968188056
10434,0,0,0,0,0,0,0.052984302,0.968190404
10435,0,0,0,0,0,0,0.052749172,0.968192752
10436,0,0,0,0,0,0,0.052514045,0.968195099
10437,0,0,0,0,0,0,0.052278898,0.968197446
10438,0,0,0,0,0,0,0.052043707,0.968199792
10439,0,0,0,0,0,0,0.051808453,0.968202138
10440,0,0,0,0,0,0,0.051573119,0.968204483
10441,0,0,0,0,0,0,0.051338023,0.968206828
10442,0,0,0,0,0,0,0.051102924,0.968209172
10443,0,0,0,0,0,0,0.050867809,0.968211516
10444,0,0,0,0,0,0,0.050632668,0.96821386
10445,0,0,0,0,0,0,0.050397491,0.968216203
10446,0,0,0,0,0,0,0.050152189,0.968023537
10447,0,0,0,0,0,0,0.049906947,0.96783087
10448,0,0,0,0,0,0,0.049661753,0.967638201
10449,0,0,0,0,0,0,0.049416599,0.967445531
10450,0,0,0,0,0,0,0.049171478,0.967252859
10451,0,0,0,0,0,0,0.048946725,0.967255197
10452,0,0,0,0,0,0,0.048721805,0.967257535
10453,0,0,0,0,0,0,0.048496718,0.967259872
10454,0,0,0,0,0,0,0.048271467,0.967262209
10455,0,0,0,0,0,0,0.048046053,0.967264545
10456,0,0,0,0,0,0,0.047820464,0.967266881
10457,0,0,0,0,0,0,0.047594714,0.967269217
10458,0,0,0,0,0,0,0.04736882,0.967271552
10459,0,0,0,0,0,0,0.047142797,0.967273886
10460,0,0,0,0,0,0,0.046916665,0.967276221
10461,0,0,0,0,0,0,0.046698988,0.967278554
10462,0,0,0,0,0,0,0.046481276,0.967280888
10463,0,0,0,0,0,0,0.04626355,0.96728322
10464,0,0,0,0,0,0,0.046045833,0.967285553
10465,0,0,0,0,0,0,0.045828148,0.967287885
10466,0,0,0,0,0,0,0.04561052,0.967290216
10467,0,0,0,0,0,0,0.045392896,0.967292547
10468,0,0,0,0,0,0,0.04517528,0.967294878
10469,0,0,0,0,0,0,0.044957678,0.967297208
10470,0,0,0,0,0,0,0.044740093,0.967299538
10471,0,0,0,0,0,0,0.044525614,0.967301867
10472,0,0,0,0,0,0,0.044311191,0.967304196
10473,0,0,0,0,0,0,0.044096826,0.967306525
10474,0,0,0,0,0,0,0.043882523,0.967308853
10475,0,0,0,0,0,0,0.043668287,0.96731118
10476,0,0,0,0,0,0,0.043454139,0.967313507
10477,0,0,0,0,0,0,0.043240052,0.967315834
10478,0,0,0,0,0,0,0.043026016,0.96731816
10479,0,0,0,0,0,0,0.042812023,0.967320486
10480,0,0,0,0,0,0,0.042598062,0.967322812
10481,0,0,0,0,0,0,0.042389419,0.967325136
10482,0,0,0,0,0,0,0.042180738,0.967327461
10483,0,0,0,0,0,0,0.041972012,0.967329785
10484,0,0,0,0,0,0,0.041763233,0.967332109
10485,0,0,0,0,0,0,0.041554391,0.967334432
10486,0,0,0,0,0,0,0.041337076,0.967141727
10487,0,0,0,0,0,0,0.041119749,0.966949021
10488,0,0,0,0,0,0,0.040902431,0.966756313
10489,0,0,0,0,0,0,0.040685143,0.966563604
10490,0,0,0,0,0,0,0.040467904,0.966370894
10491,0,0,0,0,0,0,0.040268096,0.966373212
10492,0,0,0,0,0,0,0.040068314,0.96637553
10493,0,0,0,0,0,0,0.039868573,0.966377847
10494,0,0,0,0,0,0,0.039668886,0.966380164
10495,0,0,0,0,0,0,0.039469263,0.966382481
10496,0,0,0,0,0,0,0.039269715,0.966384797
10497,0,0,0,0,0,0,0.039070249,0.966387112
10498,0,0,0,0,0,0,0.038870872,0.966389428
10499,0,0,0,0,0,0,0.03867159,0.966391742
10500,0,0,0,0,0,0,0.038472408,0.966394057
10501,0,0,0,0,0,0,0.038279245,0.966396371
10502,0,0,0,0,0,0,0.038086187,0.966398684
10503,0,0,0,0,0,0,0.037893234,0.966400997
10504,0,0,0,0,0,0,0.037700387,0.96640331
10505,0,0,0,0,0,0,0.037507643,0.966405622
10506,0,0,0,0,0,0,0.037314999,0.966407933
10507,0,0,0,0,0,0,0.03712243,0.966410245
10508,0,0,0,0,0,0,0.036929924,0.966412555
10509,0,0,0,0,0,0,0.036737471,0.966414866
10510,0,0,0,0,0,0,0.036545055,0.966417176
10511,0,0,0,0,0,0,0.036352719,0.966419485
10512,0,0,0,0,0,0,0.03616039,0.966421794
10513,0,0,0,0,0,0,0.035968051,0.966424103
10514,0,0,0,0,0,0,0.035775682,0.966426411
10515,0,0,0,0,0,0,0.035583266,0.966428719
10516,0,0,0,0,0,0,0.035390781,0.966431026
10517,0,0,0,0,0,0,0.035198287,0.966433333
10518,0,0,0,0,0,0,0.035005784,0.96643564
10519,0,0,0,0,0,0,0.034813272,0.966437946
10520,0,0,0,0,0,0,0.034620751,0.966440252
10521,0,0,0,0,0,0,0.03443482,0.966247513
10522,0,0,0,0,0,0,0.034248938,0.966054773
10523,0,0,0,0,0,0,0.034063104,0.965862031
10524,0,0,0,0,0,0,0.033877318,0.965669288
10525,0,0,0,0,0,0,0.033691581,0.965476544
10526,0,0,0,0,0,0,0.033512662,0.965478845
10527,0,0,0,0,0,0,0.033333719,0.965481145
10528,0,0,0,0,0,0,0.033154753,0.965483445
10529,0,0,0,0,0,0,0.032975762,0.965485745
10530,0,0,0,0,0,0,0.032796748,0.965488044
10531,0,0,0,0,0,0,0.032623999,0.965490342
10532,0,0,0,0,0,0,0.032451225,0.96549264
10533,0,0,0,0,0,0,0.032278426,0.965494938
10534,0,0,0,0,0,0,0.0321056,0.965497235
10535,0,0,0,0,0,0,0.031932749,0.965499532
10536,0,0,0,0,0,0,0.031759872,0.965501828
10537,0,0,0,0,0,0,0.031586969,0.965504124
10538,0,0,0,0,0,0,0.031414041,0.96550642
10539,0,0,0,0,0,0,0.031241086,0.965508715
10540,0,0,0,0,0,0,0.031068106,0.96551101
10541,0,0,0,0,0,0,0.030891148,0.965318251
10542,0,0,0,0,0,0,0.030714274,0.96512549
10543,0,0,0,0,0,0,0.030537486,0.964932729
10544,0,0,0,0,0,0,0.030360782,0.964739966
10545,0,0,0,0,0,0,0.030184164,0.964547201
10546,0,0,0,0,0,0,0.0300137,0.964549491
10547,0,0,0,0,0,0,0.029843252,0.96455178
10548,0,0,0,0,0,0,0.029672821,0.964554069
10549,0,0,0,0,0,0,0.029502405,0.964556358
10550,0,0,0,0,0,0,0.029332006,0.964558646
10551,0,0,0,0,0,0,0.029172142,0.964560934
10552,0,0,0,0,0,0,0.029012244,0.964563221
10553,0,0,0,0,0,0,0.028852311,0.964565508
10554,0,0,0,0,0,0,0.028692344,0.964567794
10555,0,0,0,0,0,0,0.028532342,0.96457008
10556,0,0,0,0,0,0,0.028366569,0.964377305
10557,0,0,0,0,0,0,0.028200825,0.964184529
10558,0,0,0,0,0,0,0.028035113,0.963991752
10559,0,0,0,0,0,0,0.02786943,0.963798973
10560,0,0,0,0,0,0,0.027703778,0.963606193
10561,0,0,0,0,0,0,0.027547505,0.963608474
10562,0,0,0,0,0,0,0.027391223,0.963610755
10563,0,0,0,0,0,0,0.027234935,0.963613035
10564,0,0,0,0,0,0,0.027078639,0.963615315
10565,0,0,0,0,0,0,0.026922335,0.963617594
10566,0,0,0,0,0,0,0.026760606,0.963424808
10567,0,0,0,0,0,0,0.026598932,0.963232021
10568,0,0,0,0,0,0,0.026437315,0.963039233
10569,0,0,0,0,0,0,0.026275753,0.962846443
10570,0,0,0,0,0,0,0.026114247,0.962653651
10571,0,0,0,0,0,0,0.025964344,0.962655926
10572,0,0,0,0,0,0,0.025814432,0.9626582
10573,0,0,0,0,0,0,0.025664509,0.962660474
10574,0,0,0,0,0,0,0.025514577,0.962662747
10575,0,0,0,0,0,0,0.025364634,0.96266502
10576,0,0,0,0,0,0,0.025209572,0.962472223
10577,0,0,0,0,0,0,0.02505456,0.962279424
10578,0,0,0,0,0,0,0.024899599,0.962086625
10579,0,0,0,0,0,0,0.024744688,0.961893824
10580,0,0,0,0,0,0,0.024589829,0.961701021
10581,0,0,0,0,0,0,0.024447264,0.961703289
10582,0,0,0,0,0,0,0.024304674,0.961705557
10583,0,0,0,0,0,0,0.02416206,0.961707824
10584,0,0,0,0,0,0,0.024019422,0.96171009
10585,0,0,0,0,0,0,0.023876758,0.961712357
10586,0,0,0,0,0,0,0.023734071,0.961714623
10587,0,0,0,0,0,0,0.023591359,0.961716888
10588,0,0,0,0,0,0,0.023448622,0.961719153
10589,0,0,0,0,0,0,0.023305861,0.961721417
10590,0,0,0,0,0,0,0.023163076,0.961723682
10591,0,0,0,0,0,0,0.02302578,0.961530869
10592,0,0,0,0,0,0,0.022888537,0.961338055
10593,0,0,0,0,0,0,0.022751348,0.96114524
10594,0,0,0,0,0,0,0.022614211,0.960952423
10595,0,0,0,0,0,0,0.022477126,0.960759605
10596,0,0,0,0,0,0,0.022344632,0.960761865
10597,0,0,0,0,0,0,0.022212137,0.960764124
10598,0,0,0,0,0,0,0.02207964,0.960766382
10599,0,0,0,0,0,0,0.021947143,0.96076864
10600,0,0,0,0,0,0,0.021814645,0.960770898
10601,0,0,0,0,0,0,0.021682989,0.960773155
10602,0,0,0,0,0,0,0.021551321,0.960775412
10603,0,0,0,0,0,0,0.021419643,0.960777668
10604,0,0,0,0,0,0,0.021287953,0.960779924
10605,0,0,0,0,0,0,0.021156252,0.96078218
10606,0,0,0,0,0,0,0.021020271,0.960589352
10607,0,0,0,0,0,0,0.020884332,0.960396522
10608,0,0,0,0,0,0,0.020748435,0.960203692
10609,0,0,0,0,0,0,0.020612581,0.96001086
10610,0,0,0,0,0,0,0.020476769,0.959818026
10611,0,0,0,0,0,0,0.020349957,0.959820277
10612,0,0,0,0,0,0,0.02022315,0.959822527
10613,0,0,0,0,0,0,0.020096347,0.959824777
10614,0,0,0,0,0,0,0.019969548,0.959827027
10615,0,0,0,0,0,0,0.019842753,0.959829276
10616,0,0,0,0,0,0,0.019715963,0.959831524
10617,0,0,0,0,0,0,0.019589176,0.959833772
10618,0,0,0,0,0,0,0.019462394,0.95983602
10619,0,0,0,0,0,0,0.019335616,0.959838268
10620,0,0,0,0,0,0,0.019208842,0.959840515
10621,0,0,0,0,0,0,0.019092554,0.959647671
10622,0,0,0,0,0,0,0.018976287,0.959454826
10623,0,0,0,0,0,0,0.018860042,0.95926198
10624,0,0,0,0,0,0,0.01874382,0.959069133
10625,0,0,0,0,0,0,0.018627619,0.958876284
10626,0,0,0,0,0,0,0.018515207,0.958878526
10627,0,0,0,0,0,0,0.018402771,0.958880768
10628,0,0,0,0,0,0,0.018290311,0.958883009
10629,0,0,0,0,0,0,0.018177828,0.95888525
10630,0,0,0,0,0,0,0.018065321,0.958887491
10631,0,0,0,0,0,0,0.017951149,0.958889731
